Date,Close,Volume
2007-06-01,16.945207595825195,2299400.0
2007-06-04,16.329809188842773,5692700.0
2007-06-05,16.425148010253906,4510000.0
2007-06-06,16.40781593322754,2595300.0
2007-06-07,16.017772674560547,3062100.0
2007-06-08,16.321136474609375,2124100.0
2007-06-11,15.931096076965332,1870000.0
2007-06-12,15.948424339294434,8636200.0
2007-06-13,16.156457901000977,3110200.0
2007-06-14,16.381813049316406,8069700.0
2007-06-15,16.364477157592773,3418900.0
2007-06-18,16.069774627685547,1339900.0
2007-06-19,16.35581398010254,3113000.0
2007-06-20,16.780521392822266,4031500.0
2007-06-21,16.910537719726562,3985700.0
2007-06-22,17.118558883666992,11822000.0
2007-06-25,16.841201782226562,1974400.0
2007-06-26,16.893203735351562,2237000.0
2007-06-27,16.83252716064453,2216000.0
2007-06-28,17.04922103881836,2547200.0
2007-06-29,17.07522201538086,2022200.0
2007-07-02,16.97120475769043,1831600.0
2007-07-03,17.55194091796875,2960900.0
2007-07-05,17.785964965820312,2640100.0
2007-07-06,18.05466079711914,1966900.0
2007-07-09,18.488048553466797,2872800.0
2007-07-10,17.89864730834961,2367100.0
2007-07-11,17.43926239013672,2387700.0
2007-07-12,17.707962036132812,3455400.0
2007-07-13,17.768632888793945,1751700.0
2007-07-16,18.150005340576172,2891700.0
2007-07-17,18.366701126098633,4383100.0
2007-07-18,18.52271842956543,9011300.0
2007-07-19,18.644058227539062,8636500.0
2007-07-20,18.548717498779297,4248400.0
2007-07-23,18.2973575592041,4399000.0
2007-07-24,18.488048553466797,6101200.0
2007-07-25,18.011323928833008,2779100.0
2007-07-26,16.780521392822266,9754300.0
2007-07-27,16.11312484741211,4562800.0
2007-07-30,15.645064353942871,8926900.0
2007-07-31,15.445706367492676,3582900.0
2007-08-01,15.9050874710083,7082200.0
2007-08-02,16.364477157592773,7427800.0
2007-08-03,16.208459854125977,3412800.0
2007-08-06,15.619058609008789,5659800.0
2007-08-07,15.99177074432373,2725000.0
2007-08-08,16.026439666748047,2724100.0
2007-08-09,15.489045143127441,3314300.0
2007-08-10,15.22035026550293,3903000.0
2007-08-13,14.986324310302734,2050800.0
2007-08-14,14.708961486816406,5720100.0
2007-08-15,13.651508331298828,3556000.0
2007-08-16,13.798860549926758,6312100.0
2007-08-17,13.868197441101074,4152000.0
2007-08-20,13.937541007995605,1933600.0
2007-08-21,15.350360870361328,5527200.0
2007-08-22,15.688400268554688,4715900.0
2007-08-23,15.601726531982422,2271300.0
2007-08-24,15.809745788574219,983600.0
2007-08-27,15.341697692871094,1321100.0
2007-08-28,15.038329124450684,1240500.0
2007-08-29,15.04699420928955,1092700.0
2007-08-30,14.71762752532959,1210500.0
2007-08-31,14.630945205688477,1239900.0
2007-09-04,15.194352149963379,1992800.0
2007-09-05,15.272355079650879,1847900.0
2007-09-06,15.662397384643555,2205500.0
2007-09-07,15.272355079650879,1533800.0
2007-09-10,15.116337776184082,2483400.0
2007-09-11,15.333024978637695,2066700.0
2007-09-12,14.864974021911621,2217800.0
2007-09-13,15.246357917785645,1365600.0
2007-09-14,15.298357963562012,873900.0
2007-09-17,14.864974021911621,939100.0
2007-09-18,15.12500286102295,1800800.0
2007-09-19,15.853086471557617,3484000.0
2007-09-20,15.359025955200195,1631700.0
2007-09-21,15.22035026550293,1767300.0
2007-09-24,13.894203186035156,5237600.0
2007-09-25,14.804302215576172,3470300.0
2007-09-26,15.489045143127441,4915600.0
2007-09-27,15.445706367492676,1443000.0
2007-09-28,15.558387756347656,1505000.0
2007-10-01,15.792410850524902,2277700.0
2007-10-02,16.451148986816406,2982300.0
2007-10-03,16.711181640625,3078200.0
2007-10-04,16.130449295043945,4998500.0
2007-10-05,16.6331729888916,3334700.0
2007-10-08,16.88453483581543,1546800.0
2007-10-09,16.979877471923828,1839200.0
2007-10-10,17.014545440673828,2415800.0
2007-10-11,16.80652618408203,2948600.0
2007-10-12,17.300575256347656,2331600.0
2007-10-15,17.335250854492188,3955300.0
2007-10-16,17.404586791992188,7945800.0
2007-10-17,17.681949615478516,5631600.0
