Date,Close,Volume,Returns
2007-06-04,16.329803466796875,5692700.0,-3.6317079586639878
2007-06-05,16.425151824951172,4510000.0,0.5838916454087517
2007-06-06,16.407814025878906,2595300.0,-0.10555640067769767
2007-06-07,16.017770767211914,3062100.0,-2.377179909839322
2007-06-08,16.321136474609375,2124100.0,1.893932132044518
2007-06-11,15.931096076965332,1870000.0,-2.389786999519461
2007-06-12,15.948434829711914,8636200.0,0.10883590597166037
2007-06-13,16.15644645690918,3110200.0,1.3042761212513465
2007-06-14,16.381807327270508,8069700.0,1.3948665689722528
2007-06-15,16.36448097229004,3418900.0,-0.10576583300199172
2007-06-18,16.069782257080078,1339900.0,-1.8008436424532759
2007-06-19,16.355812072753906,3113000.0,1.7799234059180158
2007-06-20,16.7805233001709,4031500.0,2.5966991154446672
2007-06-21,16.910533905029297,3985700.0,0.7747708610319259
2007-06-22,17.118558883666992,11822000.0,1.2301502708665257
2007-06-25,16.84119987487793,1974400.0,-1.6202240543372715
2007-06-26,16.89319610595703,2237000.0,0.30874421932765017
2007-06-27,16.832530975341797,2216000.0,-0.35910984656031264
2007-06-28,17.049217224121094,2547200.0,1.287306401495547
2007-06-29,17.075220108032227,2022200.0,0.15251658518575795
2007-07-02,16.971208572387695,1831600.0,-0.6091373053258908
2007-07-03,17.55193328857422,2960900.0,3.421822987499956
2007-07-05,17.785964965820312,2640100.0,1.3333669482349375
2007-07-06,18.05466079711914,1966900.0,1.5107183209636776
2007-07-09,18.48804473876953,2872800.0,2.4003992460470025
2007-07-10,17.898643493652344,2367100.0,-3.188012866937784
2007-07-11,17.43926429748535,2387700.0,-2.566558724575463
2007-07-12,17.70796012878418,3455400.0,1.5407521023554471
2007-07-13,17.768630981445312,1751700.0,0.34261909457606876
2007-07-16,18.150007247924805,2891700.0,2.1463458095209553
2007-07-17,18.366703033447266,4383100.0,1.193915696905501
2007-07-18,18.5227108001709,9011300.0,0.8494053964912984
2007-07-19,18.64406013488769,8636500.0,0.6551380952062091
2007-07-20,18.54872131347656,4248400.0,-0.5113629795300279
2007-07-23,18.297351837158203,4399000.0,-1.3551849319970333
2007-07-24,18.48804473876953,6101200.0,1.0421885271073572
2007-07-25,18.011327743530273,2779100.0,-2.5785149374913607
2007-07-26,16.7805233001709,9754300.0,-6.833502009875336
2007-07-27,16.113115310668945,4562800.0,-3.977277570927462
2007-07-30,15.645064353942873,8926900.0,-2.9047825184752574
2007-07-31,15.445704460144045,3582900.0,-1.2742670102765419
2007-08-01,15.905089378356934,7082200.0,2.974192076497917
2007-08-02,16.36448097229004,7427800.0,2.888330791515248
2007-08-03,16.208463668823242,3412800.0,-0.9533898675489927
2007-08-06,15.619059562683104,5659800.0,-3.6363971205602197
2007-08-07,15.991765022277832,2725000.0,2.3862221544067364
2007-08-08,16.02644157409668,2724100.0,0.21684005343087787
2007-08-09,15.489043235778809,3314300.0,-3.353198124694512
2007-08-10,15.22034740447998,3903000.0,-1.7347477646531217
2007-08-13,14.986323356628418,2050800.0,-1.5375736284618524
2007-08-14,14.708958625793455,5720100.0,-1.8507857079720913
2007-08-15,13.65150547027588,3556000.0,-7.18917757823615
2007-08-16,13.798860549926758,6312100.0,1.0794053445000618
2007-08-17,13.868199348449709,4152000.0,0.502496552320908
2007-08-20,13.937538146972656,1933600.0,0.49998414920895407
2007-08-21,15.350363731384276,5527200.0,10.136837435085312
2007-08-22,15.68840217590332,4715900.0,2.2021526683951853
2007-08-23,15.601726531982422,2271300.0,-0.5524822920082273
2007-08-24,15.809747695922852,983600.0,1.3333214340989885
2007-08-27,15.341696739196776,1321100.0,-2.960521355105372
2007-08-28,15.03833293914795,1240500.0,-1.977381023793523
